0.0 25.0 50.0 5.19699e-02 1.21377e-03 3.42115e-02 7.94356e-04 8.18340e-02 1.92833e-03 3.67231e-02 8.57333e-04 4.84164e-02 1.12463e-03 7.61390e-02 1.77915e-03 5.58585e-02 1.31558e-03 
50.0 75.0 100.0 7.63418e-01 3.15951e-03 5.02683e-01 2.07983e-03 1.20150e+00 4.97852e-03 5.41801e-01 2.23894e-03 7.08345e-01 2.93524e-03 1.11261e+00 4.61323e-03 8.24484e-01 3.41009e-03 
100.0 125.0 150.0 7.17768e-01 2.66333e-03 4.72470e-01 1.75464e-03 1.13008e+00 4.19272e-03 5.10665e-01 1.88960e-03 6.64142e-01 2.47337e-03 1.04298e+00 3.88314e-03 7.77806e-01 2.87607e-03 
150.0 175.0 200.0 5.59900e-01 2.20370e-03 3.68196e-01 1.44960e-03 8.82533e-01 3.47504e-03 3.98980e-01 1.56544e-03 5.16747e-01 2.04081e-03 8.12033e-01 3.20819e-03 6.08587e-01 2.38731e-03 
200.0 225.0 250.0 3.23840e-01 1.44766e-03 2.12661e-01 9.51045e-04 5.11251e-01 2.28602e-03 2.31399e-01 1.03062e-03 2.97645e-01 1.33602e-03 4.68128e-01 2.10202e-03 3.53720e-01 1.57462e-03 
250.0 275.0 300.0 1.50011e-01 8.04810e-04 9.83765e-02 5.28450e-04 2.37150e-01 1.27129e-03 1.07682e-01 5.75594e-04 1.37061e-01 7.38974e-04 2.15655e-01 1.16213e-03 1.64985e-01 8.80540e-04 
300.0 325.0 350.0 6.51314e-02 4.30315e-04 4.26600e-02 2.82295e-04 1.03087e-01 6.80236e-04 4.69893e-02 3.09348e-04 5.91357e-02 3.92720e-04 9.30668e-02 6.17521e-04 7.21522e-02 4.74078e-04 
350.0 375.0 400.0 2.91144e-02 2.32861e-04 1.90417e-02 1.52576e-04 4.61459e-02 3.68506e-04 2.11052e-02 1.68239e-04 2.62699e-02 2.11200e-04 4.13641e-02 3.32164e-04 3.24834e-02 2.58369e-04 
400.0 425.0 450.0 1.36802e-02 1.30497e-04 8.93259e-03 8.53515e-05 2.17187e-02 2.06896e-04 9.95761e-03 9.46852e-05 1.22728e-02 1.17641e-04 1.93408e-02 1.85193e-04 1.53635e-02 1.45804e-04 
450.0 475.0 500.0 6.75937e-03 7.72344e-05 4.40752e-03 5.04545e-05 1.07457e-02 1.22589e-04 4.93806e-03 5.62426e-05 6.03351e-03 6.92906e-05 9.51475e-03 1.09134e-04 7.63448e-03 8.67638e-05 
500.0 525.0 550.0 3.55549e-03 4.72817e-05 2.31709e-03 3.08868e-05 5.65507e-03 7.50380e-05 2.60540e-03 3.45336e-05 3.16222e-03 4.22910e-05 4.98679e-03 6.65747e-05 4.03225e-03 5.32963e-05 
550.0 575.0 600.0 1.88306e-03 2.82365e-05 1.22565e-03 1.84198e-05 2.99861e-03 4.48747e-05 1.38403e-03 2.06903e-05 1.66766e-03 2.51392e-05 2.63165e-03 3.96053e-05 2.14577e-03 3.19954e-05 
600.0 625.0 650.0 1.05277e-03 1.78985e-05 6.84377e-04 1.16586e-05 1.67850e-03 2.84867e-05 7.75773e-04 1.31513e-05 9.28781e-04 1.58676e-05 1.46676e-03 2.50219e-05 1.20481e-03 2.03780e-05 
650.0 675.0 700.0 6.10039e-04 1.19958e-05 3.96180e-04 7.80381e-06 9.73558e-04 1.91163e-05 4.50528e-04 8.83478e-06 5.36470e-04 1.05964e-05 8.47694e-04 1.67231e-05 7.00654e-04 1.37133e-05 
700.0 725.0 750.0 3.50399e-04 7.40287e-06 2.27459e-04 4.81634e-06 5.59381e-04 1.17929e-05 2.59373e-04 5.46575e-06 3.07298e-04 6.52358e-06 4.85593e-04 1.02900e-05 4.03666e-04 8.48457e-06 
750.0 775.0 800.0 2.12180e-04 5.13356e-06 1.37564e-04 3.33219e-06 3.39171e-04 8.19905e-06 1.57369e-04 3.79860e-06 1.85484e-04 4.50344e-06 2.93371e-04 7.11733e-06 2.45317e-04 5.91412e-06 
800.0 825.0 850.0 1.27103e-04 3.40726e-06 8.23743e-05 2.21242e-06 2.03233e-04 5.43913e-06 9.44542e-05 2.52576e-06 1.10852e-04 2.98469e-06 1.75337e-04 4.71409e-06 1.47333e-04 3.93152e-06 
850.0 875.0 900.0 7.93152e-05 2.35543e-06 5.13443e-05 1.52558e-06 1.26968e-04 3.77034e-06 5.90411e-05 1.74972e-06 6.89779e-05 2.05377e-06 1.09196e-04 3.25079e-06 9.22283e-05 2.73200e-06 
900.0 925.0 950.0 4.82443e-05 1.67559e-06 3.11938e-05 1.08511e-06 7.73201e-05 2.68161e-06 3.59760e-05 1.24727e-06 4.18327e-05 1.45779e-06 6.62796e-05 2.30683e-06 5.62829e-05 1.94788e-06 
950.0 975.0 1000.0 3.18483e-05 1.23666e-06 2.05654e-05 7.98955e-07 5.11086e-05 1.98434e-06 2.37938e-05 9.22375e-07 2.75279e-05 1.07123e-06 4.36574e-05 1.69852e-06 3.72855e-05 1.44484e-06 
1000.0 1025.0 1050.0 2.06953e-05 9.69548e-07 1.33637e-05 6.27424e-07 3.32071e-05 1.55261e-06 1.54778e-05 7.23777e-07 1.78692e-05 8.40499e-07 2.83334e-05 1.33024e-06 2.42562e-05 1.13166e-06 
1050.0 1075.0 1100.0 1.39372e-05 7.45127e-07 8.98598e-06 4.81240e-07 2.23983e-05 1.19543e-06 1.04382e-05 5.56960e-07 1.19986e-05 6.43841e-07 1.90496e-05 1.02078e-06 1.63879e-05 8.72636e-07 
1100.0 1125.0 1150.0 9.72149e-06 5.63256e-07 6.26905e-06 3.64509e-07 1.56188e-05 9.01610e-07 7.29077e-06 4.21643e-07 8.35937e-06 4.86949e-07 1.32665e-05 7.70297e-07 1.14457e-05 6.59301e-07 
1150.0 1175.0 1200.0 6.56807e-06 4.51360e-07 4.23109e-06 2.90956e-07 1.05643e-05 7.25681e-07 4.92989e-06 3.37966e-07 5.63721e-06 3.88580e-07 8.95461e-06 6.17080e-07 7.74897e-06 5.30799e-07 
1200.0 1225.0 1250.0 4.27354e-06 2.84731e-07 2.74715e-06 1.83352e-07 6.88897e-06 4.58232e-07 3.21318e-06 2.13756e-07 3.65381e-06 2.44236e-07 5.81477e-06 3.88109e-07 5.06316e-06 3.36183e-07 
1250.0 1275.0 1300.0 2.68381e-06 2.14745e-07 1.72670e-06 1.38725e-07 4.52360e-06 3.66886e-07 2.01953e-06 1.61323e-07 2.29472e-06 1.84670e-07 3.64831e-06 2.92491e-07 3.32725e-06 2.69280e-07 
1300.0 1325.0 1350.0 1.76532e-06 1.45444e-07 1.13171e-06 9.31038e-08 2.85412e-06 2.35641e-07 1.33010e-06 1.09375e-07 1.50204e-06 1.23806e-07 2.39613e-06 1.97865e-07 2.10279e-06 1.73211e-07 
1350.0 1375.0 1400.0 1.24154e-06 1.20137e-07 7.96311e-07 7.75886e-08 2.00623e-06 1.92710e-07 9.35852e-07 9.03537e-08 1.05646e-06 1.03168e-07 1.68435e-06 1.63416e-07 1.47887e-06 1.41680e-07 
1400.0 1425.0 1450.0 7.77336e-07 7.48767e-08 4.95600e-07 4.79022e-08 1.26427e-06 1.21359e-07 5.86998e-07 5.64338e-08 6.56313e-07 6.35576e-08 1.05235e-06 1.01598e-07 9.33895e-07 8.94415e-08 
1450.0 1475.0 1500.0 6.32138e-07 6.88795e-08 4.04600e-07 4.42903e-08 1.02348e-06 1.10965e-07 4.77821e-07 5.20098e-08 5.35282e-07 5.86572e-08 8.54773e-07 9.32542e-08 7.56922e-07 8.19633e-08 
1500.0 1525.0 1550.0 3.86172e-07 4.93287e-08 2.46659e-07 3.17007e-08 6.26630e-07 7.95206e-08 2.92199e-07 3.72779e-08 3.25994e-07 4.19494e-08 5.21544e-07 6.67183e-08 4.63994e-07 5.87955e-08 
1550.0 1575.0 1600.0 2.72161e-07 3.10290e-08 1.73005e-07 1.98265e-08 4.43909e-07 5.03337e-08 2.06099e-07 2.34766e-08 2.28463e-07 2.62048e-08 3.67215e-07 4.19087e-08 3.29009e-07 3.72670e-08 
