0.0 25.0 50.0 5.41754e-02 1.65115e-03 3.56738e-02 1.08032e-03 8.52886e-02 2.62243e-03 3.82888e-02 1.16661e-03 5.04762e-02 1.52906e-03 7.93519e-02 2.41940e-03 5.82301e-02 1.78977e-03 
50.0 75.0 100.0 8.58046e-01 4.57389e-03 5.65529e-01 3.00941e-03 1.34917e+00 7.21302e-03 6.09666e-01 3.24642e-03 7.95990e-01 4.24052e-03 1.24880e+00 6.66578e-03 9.27111e-01 4.95029e-03 
100.0 125.0 150.0 8.51207e-01 3.96357e-03 5.60796e-01 2.60829e-03 1.33902e+00 6.25043e-03 6.06777e-01 2.81817e-03 7.86796e-01 3.66898e-03 1.23404e+00 5.76432e-03 9.23771e-01 4.29879e-03 
150.0 175.0 200.0 7.81753e-01 3.70339e-03 5.14836e-01 2.43737e-03 1.23036e+00 5.83796e-03 5.57968e-01 2.63531e-03 7.21409e-01 3.42576e-03 1.13164e+00 5.38063e-03 8.50090e-01 4.01902e-03 
200.0 225.0 250.0 7.06383e-01 3.40761e-03 4.64847e-01 2.23691e-03 1.11271e+00 5.38951e-03 5.04921e-01 2.42755e-03 6.50395e-01 3.14042e-03 1.02071e+00 4.94423e-03 7.70173e-01 3.71516e-03 
250.0 275.0 300.0 5.78092e-01 2.98920e-03 3.79892e-01 1.95747e-03 9.12082e-01 4.74000e-03 4.13850e-01 2.13086e-03 5.30719e-01 2.74631e-03 8.33816e-01 4.33388e-03 6.32456e-01 3.26987e-03 
300.0 325.0 350.0 4.61996e-01 2.60006e-03 3.03181e-01 1.69807e-03 7.30074e-01 4.13627e-03 3.31108e-01 1.85401e-03 4.23077e-01 2.38165e-03 6.65480e-01 3.76844e-03 5.06919e-01 2.85429e-03 
350.0 375.0 400.0 3.73093e-01 2.32519e-03 2.44415e-01 1.51504e-03 5.90779e-01 3.70895e-03 2.67644e-01 1.65804e-03 3.40753e-01 2.12492e-03 5.36823e-01 3.37004e-03 4.10658e-01 2.55946e-03 
400.0 425.0 450.0 2.98328e-01 2.05468e-03 1.95167e-01 1.33693e-03 4.73146e-01 3.28292e-03 2.14165e-01 1.46564e-03 2.71897e-01 1.87456e-03 4.28881e-01 2.97679e-03 3.29173e-01 2.26652e-03 
450.0 475.0 500.0 2.39889e-01 1.85727e-03 1.56702e-01 1.20521e-03 3.81123e-01 2.97696e-03 1.72311e-01 1.32397e-03 2.18183e-01 1.69090e-03 3.44638e-01 2.69292e-03 2.65328e-01 2.05353e-03 
